name,salary_from,salary_to,salary_currency,area_name,published_at
Наладчик оборудования/экструзионных линий и ТПА,50000,55000,RUR,Ульяновск,2022-12-01T09:16:42+0300
Специалист по IT/системотехник,,150000,KZT,Астана,2022-12-01T08:45:51+0300
Механик по специализированной технике,148000,165000,RUR,Красноярск,2022-12-01T08:39:11+0300
Программист 1C (удаленно),150000,171000,RUR,Новосибирск,2022-12-01T08:49:31+0300
Судовой Механик-электрик (Лодочное производство),60000,,RUR,Ростов-на-Дону,2022-12-01T09:03:20+0300
Консультант 1С,150000,,RUR,Казань,2022-12-01T09:39:45+0300
Инженер по гарантии,60000,,RUR,Санкт-Петербург,2022-12-01T09:41:15+0300
Консультант по внедрению информационных систем (аналитик по внедрению),130000,,RUR,Москва,2022-12-01T09:27:59+0300
Консультант по внедрению информационных систем (аналитик по внедрению),150000,,RUR,Санкт-Петербург,2022-12-01T09:33:27+0300
PHP Full-stack разработчик (Middle/Senior),800,3000,USD,Ташкент,2022-12-01T09:22:29+0300
Инженер-электронщик,60000,,RUR,Москва,2022-12-01T09:48:19+0300
Токарь-расточник (г.Пермь),112000,140000,RUR,Донецк,2022-12-01T08:26:45+0300
Плавильщик металла и сплавов,40000,,RUR,Сланцы,2022-12-01T09:51:40+0300
Сервисный инженер,60000,,RUR,Санкт-Петербург,2022-12-01T08:55:17+0300
Оператор станков с ЧПУ (гибка листового металла),1500,,BYR,Минск,2022-12-01T09:57:11+0300
QA Automation Engineer,150000,,RUR,Новосибирск,2022-12-01T08:38:47+0300
Консультант по внедрению информационных систем (аналитик по внедрению),130000,,RUR,Иркутск,2022-12-01T09:27:59+0300
Frontend Angular разработчик (Middle/Senior),800,2000,USD,Ташкент,2022-12-01T08:42:01+0300
Администратор телеграм группы (финансовые рынки),10000,25000,RUR,Барнаул,2022-12-01T11:33:24+0300
Графический дизайнер / Иллюстратор,35000,40000,RUR,Краснодар,2022-12-01T10:51:50+0300
Инженер технической поддержки (банковское ПО),60000,,RUR,Москва,2022-12-01T11:00:51+0300
Копирайтер,30000,,RUR,Зеленодольск (Республика Татарстан),2022-12-01T11:12:20+0300
Редактор в учебный центр KAMAZ,,40000,RUR,Набережные Челны,2022-12-01T11:56:30+0300
Дизайнер-чертежник,20000,,RUR,Ижевск,2022-12-01T10:17:49+0300
Обработчик стекла,50000,60000,RUR,Орел,2022-12-01T11:12:21+0300
Системный администратор,55000,,RUR,Тюмень,2022-12-01T11:40:17+0300
Заместитель начальника управления информационно-аналитического обеспечения,80000,150000,RUR,Москва,2022-12-01T10:47:24+0300
Инженер транспортного отдела,50000,55000,RUR,Ярославль,2022-12-01T10:41:58+0300
Project manager/Менеджер проекта в Roicontext,60000,90000,RUR,Москва,2022-12-01T10:55:28+0300
Токарь,47000,,RUR,Красноярск,2022-12-01T10:59:17+0300
Ученик Инженера по ремонту мелкой бытовой и электронной техники,20000,40000,RUR,Уфа,2022-12-01T10:41:55+0300
Смм менеджер,15000,,RUR,Сочи,2022-12-01T10:50:53+0300
Оператор станков с ЧПУ (Ученик),1200,,BYR,Минск,2022-12-01T10:30:57+0300
Python backend разработчик,150000,170000,RUR,Москва,2022-12-01T10:46:06+0300
Программист 1С / Администратор 1С,50000,80000,RUR,Екатеринбург,2022-12-01T11:34:08+0300
Менеджер IT-проектов,60000,150000,RUR,Кемерово,2022-12-01T11:13:00+0300
Системный администратор в отдел автоматизации ЦОД (DevOps),120000,,RUR,Екатеринбург,2022-12-01T10:04:15+0300
Senior QA engineer (Mobile),250000,,RUR,Москва,2022-12-01T11:05:14+0300
Специалист чат-поддержки,33000,38000,RUR,Уфа,2022-12-01T10:00:07+0300
Оператор станка,30000,40000,RUR,Нижний Новгород,2022-12-01T11:24:17+0300
Инженер по обслуживанию систем безопасности,50000,,RUR,Каневская,2022-12-01T11:12:48+0300
Ведущий сетевой инженер в ЦОД,100000,170000,RUR,Самара,2022-12-01T11:46:54+0300
Ведущий сетевой инженер в ЦОД,100000,170000,RUR,Уфа,2022-12-01T11:46:54+0300
Инженер-программист,50000,,RUR,Кемерово,2022-12-01T11:58:19+0300
Слесарь-сборщик РЭА,60000,,RUR,Зеленоград,2022-12-01T10:21:40+0300
Middle Android Developer (удаленно),210000,250000,RUR,Москва,2022-12-01T11:53:17+0300
Монтажник радиоэлектронной аппаратуры и приборов,42000,70000,RUR,Сосенский,2022-12-01T10:51:08+0300
Системный администратор,65000,,RUR,Тюмень,2022-12-01T11:24:13+0300
Специалист по информационной безопасности,14695,,RUR,Кемерово,2022-12-01T11:58:26+0300
Level Designer (дизайнер уровней мобильной RTS),35000,,RUR,Курск,2022-12-01T11:55:41+0300
Автомеханик/автослесарь/автоэлектрик,50000,120000,RUR,Тула,2022-12-01T11:20:27+0300
Оператор станков с ЧПУ,35000,70000,RUR,Ишеевка (Ульяновская область),2022-12-01T11:12:46+0300
Сервисный инженер (Иркутск),40000,,RUR,Иркутск,2022-12-01T11:27:43+0300
Старший мастер СТОА,90000,100000,RUR,Санкт-Петербург,2022-12-01T10:23:47+0300
Специалист технической поддержки / anykey в офис,60000,60000,RUR,Москва,2022-12-01T11:32:40+0300
Системный администратор,35000,35000,RUR,Йошкар-Ола,2022-12-01T10:05:29+0300
Технический писатель,90000,110000,RUR,Санкт-Петербург,2022-12-01T10:22:55+0300
Ведущий сетевой инженер в ЦОД,100000,170000,RUR,Нижний Новгород,2022-12-01T11:46:54+0300
Системный инженер,120000,120000,RUR,Москва,2022-12-01T11:54:02+0300
Бизнес-аналитик,60000,150000,RUR,Обнинск,2022-12-01T11:24:13+0300
Ведущий сетевой инженер в ЦОД,100000,170000,RUR,Красноярск,2022-12-01T11:46:54+0300
Рабочий по комплексному обслуживанию зданий (Брянск ул. Горбатова18),,30555,RUR,Брянск,2022-12-01T11:00:32+0300
Инженер по ремонту,30000,,RUR,Смоленск,2022-12-01T10:50:43+0300
Механик по выпуску спецтехники и автотранспорта,60000,60000,RUR,Верхняя Пышма,2022-12-01T10:14:59+0300
Специалист транспортного отдела,50000,50000,RUR,Зеленоград,2022-12-01T11:38:39+0300
Инженер технической поддержки,,150000,KZT,Астана,2022-12-01T11:32:56+0300
Системный администратор (Альтон),50000,,RUR,Москва,2022-12-01T11:22:43+0300
Инженер отдела транспортной безопасности (безопасность дорожного движения),,120000,RUR,Тюмень,2022-12-01T10:45:46+0300
Техник лаборатории неразрушающего контроля,100000,100000,RUR,Иркутск,2022-12-01T10:05:54+0300
Оператор-наладчик,75000,80000,RUR,Санкт-Петербург,2022-12-01T11:31:02+0300
Системный аналитик,150000,,RUR,Санкт-Петербург,2022-12-01T10:37:05+0300
Шлифовщик,120000,,RUR,Томск,2022-12-01T11:36:53+0300
"Консультант 1С (специалист технической поддержки), Западный р-н",40000,50000,RUR,Ростов-на-Дону,2022-12-01T10:39:47+0300
Сетевой инженер,,130000,RUR,Новосибирск,2022-12-01T10:36:49+0300
Ведущий сетевой инженер в ЦОД,100000,170000,RUR,Екатеринбург,2022-12-01T11:46:54+0300
Full stack web developer / Веб программист,80000,,RUR,Санкт-Петербург,2022-12-01T11:44:18+0300
Механик по ремонту промышленного швейного оборудования,80000,95000,RUR,Москва,2022-12-01T11:03:15+0300
Программист Laravel,30000,90000,RUR,Тюмень,2022-12-01T11:15:09+0300
Инженер технической поддержки,50000,,RUR,Новосибирск,2022-12-01T11:12:22+0300
Рабочий по комплексному обслуживанию зданий,24600,27000,RUR,Ярославль,2022-12-01T11:52:59+0300
Менеджер по продукту,100000,,RUR,Москва,2022-12-01T11:19:11+0300
Механик по выпуску спецтехники и автотранспорта,60000,60000,RUR,Екатеринбург,2022-12-01T10:14:59+0300
Помощник наладчика сварочного оборудования,45000,,RUR,Нижний Новгород,2022-12-01T10:34:56+0300
Строгальщик (г. Челябинск),105000,,RUR,Челябинск,2022-12-01T10:34:38+0300
Специалист по обработке информации,,85000,RUR,Москва,2022-12-01T10:49:06+0300
Токарь-расточник,130000,,RUR,Зеленодольск (Республика Татарстан),2022-12-01T11:39:09+0300
Управляющий сервисного центра,100000,,RUR,Санкт-Петербург,2022-12-01T11:31:28+0300
Fullstack-разработчик,80000,,RUR,Владимир,2022-12-01T10:34:20+0300
Токарь-расточник,130000,,RUR,Нефтекамск,2022-12-01T11:39:09+0300
Backend Developer C# (Remote),1000,2500,USD,Санкт-Петербург,2022-12-01T10:49:28+0300
Веб-разработчик (middle),46000,58000,RUR,Майкоп,2022-12-01T11:24:45+0300
Старший дизайнер,70000,90000,RUR,Москва,2022-12-01T10:42:00+0300
Техник лаборатории неразрушающего контроля,100000,100000,RUR,Пермь,2022-12-01T10:05:54+0300
Ведущий сетевой инженер в ЦОД,100000,170000,RUR,Новосибирск,2022-12-01T11:46:54+0300
Строгальщик (г. Челябинск),105000,,RUR,Самара,2022-12-01T10:42:39+0300
Токарь,121000,127000,RUR,Первоуральск,2022-12-01T11:43:56+0300
Строгальщик (г. Челябинск),105000,,RUR,Верхняя Салда,2022-12-01T10:44:08+0300
Строгальщик (г. Челябинск),105000,,RUR,Стерлитамак,2022-12-01T10:41:53+0300
Техник лаборатории неразрушающего контроля,100000,100000,RUR,Краснодар,2022-12-01T10:05:54+0300
Механик,50000,,RUR,Барнаул,2022-12-01T10:41:17+0300
Токарь,121000,127000,RUR,Альметьевск,2022-12-01T11:43:56+0300
Руководитель отдела по управлению имуществом,53000,59000,RUR,Курган,2022-12-01T11:27:18+0300
